,Date,Name / Description,Expense/Income,Amount (EUR),Transaction,Category
316,2022-01-22 19:05:50.698243,Wedding Gift,Expense,12.35,,
317,2022-01-22 20:31:56.271433,Restaurant Takeout,Expense,100.09,Restaurant Takeout,Food and Drinks
318,2022-01-22 22:42:03.144036,Textbooks,Expense,65.29,Textbooks,Education
319,2022-01-23 03:18:41.789760,Plumbing Service,Income,319.69,,
320,2022-01-23 04:20:30.965235,Camera Equipment,Expense,462.58,Camera Equipment,Photography
321,2022-01-23 11:12:42.739694,Pet Grooming,Income,208.64,Pet Grooming,Pet Care
322,2022-01-23 12:26:49.974230,Plumbing Service,Income,448.84,,
323,2022-01-23 12:42:29.488899,Monthly Rent,Income,195.84,Monthly Rent,Rent
324,2022-01-23 17:07:47.872225,Day Spa,Income,293.34,Day Spa,Health and Wellness
325,2022-01-23 17:36:29.693099,Court Fees,Income,240.03,Court Fees,Legal Expenses
326,2022-01-23 19:09:56.157206,Day Spa,Expense,414.01,Day Spa,Health and Wellness
327,2022-01-23 19:43:53.457906,Clothing Store,Income,439.14,Clothing Store,Shopping
328,2022-01-23 20:54:58.075261,Holiday Shopping,Income,463.43,Holiday Shopping,Shopping
329,2022-01-24 00:59:16.966339,Firewood,Expense,61.41,Firewood,Home Maintenance
330,2022-01-24 03:16:21.634910,Streaming Service,Expense,317.46,,
331,2022-01-24 03:25:24.965350,Water Bill,Income,305.03,Water Bill,Utilities
332,2022-01-24 04:40:22.276741,Etsy Purchase,Income,209.06,Etsy Purchase,Hobbies
333,2022-01-24 09:31:37.355790,Vet Bill,Income,164.46,Vet Bill,Pet Care
334,2022-01-24 10:15:48.680986,Overdraft Fee,Income,455.16,Overdraft Fee,Banking Fees
335,2022-01-24 11:31:42.777900,Legal Fees,Expense,262.25,Legal Fees,Services
336,2022-01-24 12:40:42.954963,Subscription Box,Expense,494.12,Subscription Box,Subscriptions
337,2022-01-24 15:25:54.757201,Camera Equipment,Income,69.33,Camera Equipment,Photography
338,2022-01-24 17:42:57.860981,Uber Ride,Expense,250.26,Uber Ride,Transportation
339,2022-01-24 18:29:55.997627,Golf Club Membership,Income,285.15,Golf Club Membership,Sport and Fitness
340,2022-01-24 19:40:29.961626,Luxury Hotel Stay,Income,364.86,Luxury Hotel Stay,Travel
341,2022-01-24 21:44:28.872516,HVAC Maintenance,Income,304.12,,
342,2022-01-24 22:34:40.521834,Airport Parking,Income,476.09,Airport Parking,Travel
343,2022-01-25 02:57:06.692993,Roof Repair,Income,65.22,Roof Repair,Maintenance
344,2022-01-25 05:33:10.441880,Insurance Payment,Expense,375.77,Insurance Payment,Insurance Premiums
345,2022-01-25 09:26:56.340222,ATM Fee,Income,135.33,,
346,2022-01-25 10:45:39.308086,Client Meeting Expense,Income,415.13,Client Meeting Expense,Business Expenses
347,2022-01-25 14:58:48.467817,Freight Shipping,Income,117.52,,
348,2022-01-25 19:35:40.837920,Theater Tickets,Expense,152.26,Theater Tickets,Leisure
349,2022-01-25 20:19:32.378509,Subscription Renewal,Expense,341.23,Subscription Renewal,Subscriptions
350,2022-01-26 00:52:48.975181,Business Supplies,Expense,238.01,Business Supplies,Office Expenses
351,2022-01-26 06:27:43.694585,Life Insurance,Expense,291.33,Life Insurance,Insurance
352,2022-01-26 09:01:32.943971,Phone Accessory,Income,64.08,Phone Accessory,Electronics
353,2022-01-26 09:55:34.364635,Insurance Payment,Income,253.72,Insurance Payment,Insurance Premiums
354,2022-01-26 15:04:17.564631,Retirement Contribution,Expense,145.26,Retirement Contribution,Savings
355,2022-01-26 15:46:32.095187,Sporting Goods,Income,158.7,Sporting Goods,Sport and Fitness
356,2022-01-26 17:38:14.394814,Vacation Package,Income,368.27,Vacation Package,Travel
357,2022-01-26 22:07:37.767042,Water Bill,Income,62.55,Water Bill,Utilities
358,2022-01-26 23:07:16.936777,Online Course,Expense,131.61,Online Course,Education
359,2022-01-27 00:31:22.568180,Outdoor Equipment,Income,390.79,,
360,2022-01-27 00:34:38.128186,Luxury Hotel Stay,Expense,5.96,Luxury Hotel Stay,Travel
361,2022-01-27 01:23:17.781303,Mortgage Payment,Expense,92.54,,
362,2022-01-27 03:03:26.589031,Court Fees,Expense,103.54,Court Fees,Legal Expenses
363,2022-01-27 03:32:27.091846,Hunting License,Expense,343.5,Hunting License,Leisure
364,2022-01-27 05:31:32.364091,Car Loan Payment,Income,393.99,Car Loan Payment,Finance
365,2022-01-27 05:57:13.559860,Car Repair,Expense,59.58,,
366,2022-01-27 14:21:30.815905,Spotify Ab By Adyen,Income,326.36,,
367,2022-01-27 14:46:25.987972,Plumbing Service,Income,179.68,,
368,2022-01-27 15:31:23.470052,Bowling Alley,Income,428.68,Bowling Alley,Leisure
369,2022-01-27 17:20:19.635273,Daycare Fees,Income,71.1,Daycare Fees,Childcare
370,2022-01-27 18:41:49.824153,Phone Accessory,Income,332.98,Phone Accessory,Electronics
371,2022-01-27 19:47:00.841244,Job Board Fee,Expense,132.92,Job Board Fee,Career Development
372,2022-01-27 23:25:04.200066,Pet Supplies,Income,134.87,Pet Supplies,Pet Care
373,2022-01-27 23:29:43.388367,Storage Unit Rental,Expense,368.0,Storage Unit Rental,Storage
374,2022-01-27 23:39:11.493964,Bail Bond Payment,Income,476.62,,
375,2022-01-28 00:59:31.073300,Job Training Fee,Expense,486.58,Job Training Fee,Education
376,2022-01-28 04:11:06.200898,Phone Bill,Income,321.37,Phone Bill,Utilities
377,2022-01-28 05:51:12.408250,Online Marketplace,Income,255.98,Online Marketplace,E-commerce
378,2022-01-28 05:57:31.928546,Bicycle Repair,Income,19.42,Bicycle Repair,Maintenance
379,2022-01-28 06:15:48.782951,Loan Repayment,Income,183.74,Loan Repayment,Finance
380,2022-01-28 06:29:43.401952,Septic Tank Service,Income,307.85,Septic Tank Service,Maintenance
381,2022-01-28 06:40:12.497439,Accountant Fees,Income,50.3,Accountant Fees,Services
382,2022-01-28 12:54:19.610613,Roof Repair,Expense,92.0,Roof Repair,Maintenance
383,2022-01-28 13:58:20.029884,Etsy Purchase,Income,273.64,Etsy Purchase,Hobbies
384,2022-01-28 14:29:11.760695,Daycare Fees,Expense,463.69,Daycare Fees,Childcare
385,2022-01-28 14:51:32.266075,Computer Purchase,Expense,284.88,Computer Purchase,Electronics
386,2022-01-28 17:23:41.505971,Walmart Groceries,Income,62.36,Walmart Groceries,Grocery Shopping
387,2022-01-28 21:52:33.598010,Legal Fees,Income,59.05,Legal Fees,Services
388,2022-01-28 23:05:28.823332,Investment Brokerage Fee,Income,414.42,,
389,2022-01-29 00:22:17.948471,Moving Service,Expense,495.72,Moving Service,Moving
390,2022-01-29 01:48:19.728368,Toll Road Fee,Income,451.81,Toll Road Fee,Transportation
391,2022-01-29 03:27:15.217352,Hunting License,Expense,377.13,Hunting License,Leisure
392,2022-01-29 07:04:03.077341,Internet Bill,Expense,321.02,Internet Bill,Utilities
393,2022-01-29 10:10:59.623390,Hardware Store,Expense,157.62,Hardware Store,Hardware/Paint
394,2022-01-29 11:49:38.960349,Meal Delivery,Income,224.57,Meal Delivery,Food and Drinks
395,2022-01-29 12:50:55.478036,Car Loan Payment,Expense,190.24,Car Loan Payment,Finance
396,2022-01-29 14:44:46.977916,Wedding Gift,Expense,214.74,,
397,2022-01-29 16:57:48.751263,Landscaping,Income,364.38,Landscaping,Yard Maintenance
398,2022-01-29 17:01:05.730147,Electrician Service,Expense,118.43,Electrician Service,Maintenance
399,2022-01-29 18:15:44.952254,Bank Service Charge,Expense,174.24,Bank Service Charge,Banking Fees
400,2022-01-29 18:53:29.556060,Coffee Shop,Expense,426.89,Coffee Shop,Food and Drinks
401,2022-01-29 20:58:20.678047,Real Estate Agent Fee,Expense,112.76,,
402,2022-01-29 23:22:45.187570,Gym Membership,Income,389.48,Gym Membership,Fitness
403,2022-01-29 23:30:28.970442,Hunting License,Income,16.68,Hunting License,Leisure
404,2022-01-29 23:34:00.608295,Job Board Fee,Income,232.06,Job Board Fee,Career Development
405,2022-01-30 00:37:45.731018,Resume Service,Income,356.02,Resume Service,Career Development
406,2022-01-30 01:07:06.387727,Home Appliance,Expense,100.46,,
407,2022-01-30 01:28:36.073155,Babysitting Service,Income,229.31,Babysitting Service,Childcare
408,2022-01-30 01:41:32.418424,Charity Event,Expense,65.95,Charity Event,Charity
409,2022-01-30 02:10:21.383189,Court Fees,Income,345.58,Court Fees,Legal Expenses
410,2022-01-30 02:12:12.312734,Phone Accessory,Expense,184.57,Phone Accessory,Electronics
411,2022-01-30 02:44:40.069534,Amazon Purchase,Expense,191.51,Amazon Purchase,Shopping
412,2022-01-30 02:48:01.982764,Art Gallery Purchase,Expense,257.23,Art Gallery Purchase,Collectibles
413,2022-01-30 02:56:23.274323,Event Registration,Expense,59.93,,
414,2022-01-30 04:03:56.684114,Travel Insurance,Expense,478.45,,
415,2022-01-30 05:15:20.382196,Internet Bill,Expense,8.66,Internet Bill,Utilities
416,2022-01-30 06:05:47.154464,Parking Fee,Expense,464.95,Parking Fee,Transportation
417,2022-01-30 11:11:06.995764,Savings Deposit,Income,489.34,Savings Deposit,Savings
418,2022-01-30 14:56:11.544273,Ski Resort,Income,492.06,Ski Resort,Leisure
419,2022-01-30 15:03:16.546136,Background Check,Expense,259.62,Background Check,Personal Documents
420,2022-01-30 19:08:14.509114,Sales Tax,Expense,391.37,Sales Tax,Taxes
421,2022-01-30 20:50:22.834828,HVAC Maintenance,Income,486.8,,
422,2022-01-30 21:56:29.871191,Personal Trainer,Income,463.98,Personal Trainer,Fitness
423,2022-01-30 22:01:01.930878,Landscaping,Expense,316.67,Landscaping,Yard Maintenance
424,2022-01-30 23:31:22.103818,Pest Control,Expense,225.04,Pest Control,Maintenance
425,2022-01-30 23:50:11.604990,Home Improvement,Expense,493.2,Home Improvement,Renovation
426,2022-01-31 07:39:55.530363,Subscription Box,Expense,332.04,Subscription Box,Subscriptions
427,2022-01-31 10:51:46.316257,Pet Grooming,Expense,46.07,Pet Grooming,Pet Care
428,2022-01-31 11:11:39.222319,Retirement Contribution,Expense,397.83,Retirement Contribution,Savings
429,2022-01-31 11:19:17.095776,Roof Repair,Expense,497.86,Roof Repair,Maintenance
430,2022-01-31 12:22:15.920719,Court Fees,Income,342.64,Court Fees,Legal Expenses
431,2022-01-31 13:41:05.184658,Overdraft Fee,Income,219.11,Overdraft Fee,Banking Fees
432,2022-01-31 14:27:16.140696,Sewer Bill,Expense,95.1,Sewer Bill,Utilities
433,2022-01-31 16:36:11.309746,Real Estate Agent Fee,Expense,135.66,,
434,2022-01-31 17:54:32.839370,Pet Grooming,Income,79.17,Pet Grooming,Pet Care
435,2022-01-31 18:53:51.264453,Accountant Fees,Expense,20.49,Accountant Fees,Services
436,2022-01-31 19:49:16.668142,Loan Repayment,Expense,184.28,Loan Repayment,Finance
437,2022-01-31 21:03:36.909884,Court Fees,Income,285.37,Court Fees,Legal Expenses
438,2022-02-01 00:32:25.189878,Funeral Expenses,Income,91.01,Funeral Expenses,Bereavement
439,2022-02-01 02:39:06.651209,Pharmacy,Expense,411.18,Pharmacy,Health and Wellness
440,2022-02-01 04:03:15.497017,Day Spa,Expense,184.81,Day Spa,Health and Wellness
441,2022-02-01 06:44:03.188056,Optometry Visit,Expense,36.38,,
442,2022-02-01 09:39:39.090070,Health Insurance,Income,461.7,,
443,2022-02-01 13:15:10.998534,Investment Account,Income,493.93,Investment Account,Investments
444,2022-02-01 14:23:46.361215,Investment Account,Expense,314.16,Investment Account,Investments
445,2022-02-01 16:27:28.613522,Yacht Charter,Income,402.59,Yacht Charter,Travel
446,2022-02-01 19:57:12.504676,Fitness Equipment,Income,483.84,Fitness Equipment,Home Gym
447,2022-02-01 21:35:17.421406,Private Jet Rental,Income,388.87,Private Jet Rental,Travel
448,2022-02-01 21:55:37.203291,Birthday Gift,Income,182.25,Birthday Gift,Personal
449,2022-02-01 23:08:49.573427,Car Loan Payment,Income,425.28,Car Loan Payment,Finance
450,2022-02-02 00:10:51.010792,Pharmacy,Income,302.13,Pharmacy,Health and Wellness
451,2022-02-02 00:45:20.672805,Optometry Visit,Expense,307.64,,
452,2022-02-02 02:02:34.499980,Holiday Shopping,Income,243.89,Holiday Shopping,Shopping
453,2022-02-02 02:20:53.679425,Prescription Meds,Expense,21.47,Prescription Meds,Health and Wellness
454,2022-02-02 02:24:49.712621,Hunting License,Expense,185.66,Hunting License,Leisure
455,2022-02-02 03:03:45.035897,Pet Grooming,Expense,294.72,Pet Grooming,Pet Care
456,2022-02-02 05:44:47.486874,Digital Download,Income,277.92,Digital Download,Software/Purchases
457,2022-02-02 06:09:41.752460,Babysitting Service,Income,180.79,Babysitting Service,Childcare
458,2022-02-02 10:43:10.132980,Department Store,Expense,405.35,Department Store,Shopping
459,2022-02-02 11:01:27.226908,Legal Fees,Expense,457.06,Legal Fees,Services
460,2022-02-02 12:56:12.661277,Monthly Rent,Income,421.82,Monthly Rent,Rent
461,2022-02-02 13:45:52.563837,Consulting Income,Income,72.35,Consulting Income,Side Gig
462,2022-02-02 14:26:00.667266,Car Wash,Income,421.55,Car Wash,Vehicle Maintenance
463,2022-02-02 14:38:59.056091,Golf Club Membership,Expense,164.09,Golf Club Membership,Sport and Fitness
464,2022-02-02 14:41:35.624801,Investment Account,Expense,365.71,Investment Account,Investments
465,2022-02-02 17:07:29.713947,Movie Theater,Income,253.49,Movie Theater,Entertainment
466,2022-02-02 22:24:30.192574,Sewer Bill,Income,452.9,Sewer Bill,Utilities
467,2022-02-02 23:24:43.222233,ATM Fee,Expense,467.02,,
468,2022-02-02 23:50:47.405753,Septic Tank Service,Income,420.86,Septic Tank Service,Maintenance
469,2022-02-03 01:47:04.677184,Day Spa,Income,434.82,Day Spa,Health and Wellness
470,2022-02-03 03:55:52.859116,Student Loan Payment,Expense,291.02,Student Loan Payment,Loans
471,2022-02-03 04:21:46.345831,Sewer Bill,Expense,96.98,Sewer Bill,Utilities
472,2022-02-03 05:34:55.933716,Electricity Bill,Income,254.46,Electricity Bill,Utilities
473,2022-02-03 06:19:00.658246,Roof Repair,Income,345.99,Roof Repair,Maintenance
474,2022-02-03 08:18:18.714204,Daycare Fees,Income,342.95,Daycare Fees,Childcare
475,2022-02-03 08:57:43.124553,Optometry Visit,Expense,204.06,,
476,2022-02-03 09:39:42.200357,Home Insurance,Income,122.97,Home Insurance,Insurance
477,2022-02-03 15:43:29.782370,New Car Purchase,Expense,327.71,,
478,2022-02-03 21:34:13.195066,Job Training Fee,Income,339.7,Job Training Fee,Education
479,2022-02-04 02:40:12.369282,Cabin Rental,Expense,344.97,Cabin Rental,Vacation
480,2022-02-04 05:41:36.498837,Garden Center,Income,230.69,Garden Center,Gardening
481,2022-02-04 05:57:36.010056,Retirement Contribution,Income,422.7,Retirement Contribution,Savings
482,2022-02-04 06:13:42.196877,Internet Bill,Income,217.09,Internet Bill,Utilities
483,2022-02-04 07:35:06.734034,Meal Delivery,Income,111.68,Meal Delivery,Food and Drinks
484,2022-02-04 11:27:54.312675,Prescription Meds,Expense,107.02,Prescription Meds,Health and Wellness
485,2022-02-04 18:43:19.143213,Pet Grooming,Income,6.75,Pet Grooming,Pet Care
486,2022-02-04 19:32:21.729947,Water Bill,Income,41.77,Water Bill,Utilities
487,2022-02-04 23:02:19.390647,Membership Fee,Expense,47.33,Membership Fee,Subscriptions
488,2022-02-04 23:09:56.298070,Therapist Session,Income,487.66,Therapist Session,Health and Wellness
489,2022-02-04 23:52:02.323552,Festival Tickets,Expense,368.7,Festival Tickets,Entertainment
490,2022-02-05 00:39:48.853881,Firewood,Expense,483.34,Firewood,Home Maintenance
491,2022-02-05 04:50:45.327706,Job Board Fee,Expense,181.25,Job Board Fee,Career Development
492,2022-02-05 11:26:15.001987,Golf Course,Income,415.58,Golf Course,Sport and Fitness
493,2022-02-05 12:18:57.248665,Airport Parking,Income,398.48,Airport Parking,Travel
494,2022-02-05 14:21:03.676526,Business Expense,Income,98.52,Business Expense,Business
495,2022-02-05 15:46:03.139727,Movie Theater,Expense,299.73,Movie Theater,Entertainment
496,2022-02-05 18:48:07.683438,Parking Fee,Income,190.22,Parking Fee,Transportation
497,2022-02-05 19:39:19.718128,Background Check,Income,416.05,Background Check,Personal Documents
498,2022-02-05 21:03:11.705241,Subscription Renewal,Income,199.53,Subscription Renewal,Subscriptions
499,2022-02-05 21:04:09.460305,Computer Purchase,Income,209.92,Computer Purchase,Electronics
500,2022-02-06 04:50:48.673130,Toll Road Fee,Income,39.93,Toll Road Fee,Transportation
501,2022-02-06 07:00:09.894790,Gas Station,Income,177.23,Gas Station,Fuel
502,2022-02-06 08:33:03.170748,Vet Bill,Income,214.46,Vet Bill,Pet Care
503,2022-02-06 09:05:10.315465,Job Board Fee,Expense,424.45,Job Board Fee,Career Development
504,2022-02-06 12:05:10.139023,Restaurant Dining,Income,239.01,,
505,2022-02-06 18:11:02.572477,Concert Tickets,Expense,398.97,Concert Tickets,Entertainment
506,2022-02-06 18:46:42.100896,Foreign Transaction Fee,Income,370.83,Foreign Transaction Fee,Credit Card Fees
507,2022-02-06 23:30:19.117814,Vehicle Insurance,Income,106.54,Vehicle Insurance,Transportation
508,2022-02-07 02:39:40.506741,Birthday Gift,Income,144.92,Birthday Gift,Personal
509,2022-02-07 05:44:40.790307,Septic Tank Service,Income,248.23,Septic Tank Service,Maintenance
510,2022-02-07 09:43:42.012654,Therapist Session,Income,122.2,Therapist Session,Health and Wellness
511,2022-02-07 12:40:36.256984,Festival Tickets,Income,13.07,Festival Tickets,Entertainment
512,2022-02-07 13:23:36.373721,Textbooks,Expense,209.84,Textbooks,Education
513,2022-02-07 14:08:19.932579,Pet Supplies,Expense,125.45,Pet Supplies,Pet Care
514,2022-02-07 14:27:39.845677,Babysitting Service,Expense,430.01,Babysitting Service,Childcare
515,2022-02-07 15:45:51.936038,Monthly Rent,Income,216.59,Monthly Rent,Rent
516,2022-02-07 17:23:53.399609,Electricity Bill,Income,354.33,Electricity Bill,Utilities
517,2022-02-07 19:39:34.422740,Sales Tax,Expense,68.1,Sales Tax,Taxes
518,2022-02-07 22:29:20.352973,Photography Service,Expense,315.1,,
519,2022-02-07 22:42:56.656051,Pet Supplies,Expense,230.22,Pet Supplies,Pet Care
520,2022-02-07 23:19:23.358125,Gym Membership,Income,62.7,Gym Membership,Fitness
521,2022-02-07 23:39:41.968838,Car Registration,Expense,230.91,Car Registration,Vehicle Management
522,2022-02-07 23:45:44.110959,Therapist Session,Expense,467.8,Therapist Session,Health and Wellness
523,2022-02-08 01:20:46.305796,Cell Phone Purchase,Income,132.63,Cell Phone Purchase,Electronics
524,2022-02-08 05:12:04.571030,Subscription Box,Income,481.66,Subscription Box,Subscriptions
525,2022-02-08 05:46:49.136440,Electricity Bill,Income,170.17,Electricity Bill,Utilities
526,2022-02-08 06:22:55.956045,Airport Parking,Income,483.8,Airport Parking,Travel
527,2022-02-08 06:56:45.076477,Window Cleaning,Expense,38.04,,
528,2022-02-08 13:20:03.095912,Car Registration,Income,315.27,Car Registration,Vehicle Management
529,2022-02-08 14:46:45.263055,Dental Care,Expense,206.25,Dental Care,Health and Wellness
530,2022-02-08 16:25:30.832997,Anniversary Gift,Income,275.37,Anniversary Gift,Romance
531,2022-02-08 16:29:44.020185,Restaurant Takeout,Income,95.33,Restaurant Takeout,Food and Drinks
532,2022-02-09 00:39:58.709589,Tree Trimming,Expense,255.88,Tree Trimming,Yard Maintenance
533,2022-02-09 00:41:53.031991,Student Loan Payment,Expense,321.16,Student Loan Payment,Loans
534,2022-02-09 04:16:29.926351,Landscaping,Income,198.18,Landscaping,Yard Maintenance
535,2022-02-09 05:17:11.476329,Flight Ticket,Expense,65.96,,
536,2022-02-09 05:19:23.363819,Uber Ride,Income,82.66,Uber Ride,Transportation
537,2022-02-09 05:43:47.521490,Streaming Service,Expense,139.96,,
