Date,Name / Description,Expense/Income,Amount (EUR)
2022-02-01 19:57:12.504676,Fitness Equipment,Income,483.84
2022-02-01 21:35:17.421406,Private Jet Rental,Income,388.87
2022-02-01 21:55:37.203291,Birthday Gift,Income,182.25
2022-02-01 23:08:49.573427,Car Loan Payment,Income,425.28
2022-02-02 00:10:51.010792,Pharmacy,Income,302.13
2022-02-02 00:45:20.672805,Optometry Visit,Expense,307.64
2022-02-02 02:02:34.499980,Holiday Shopping,Income,243.89
2022-02-02 02:20:53.679425,Prescription Meds,Expense,21.47
2022-02-02 02:24:49.712621,Hunting License,Expense,185.66
2022-02-02 03:03:45.035897,Pet Grooming,Expense,294.72
2022-02-02 05:44:47.486874,Digital Download,Income,277.92
2022-02-02 06:09:41.752460,Babysitting Service,Income,180.79
2022-02-02 10:43:10.132980,Department Store,Expense,405.35
2022-02-02 11:01:27.226908,Legal Fees,Expense,457.06
2022-02-02 12:56:12.661277,Monthly Rent,Income,421.82
2022-02-02 13:45:52.563837,Consulting Income,Income,72.35
2022-02-02 14:26:00.667266,Car Wash,Income,421.55
2022-02-02 14:38:59.056091,Golf Club Membership,Expense,164.09
2022-02-02 14:41:35.624801,Investment Account,Expense,365.71
2022-02-02 17:07:29.713947,Movie Theater,Income,253.49
2022-02-02 22:24:30.192574,Sewer Bill,Income,452.9
2022-02-02 23:24:43.222233,ATM Fee,Expense,467.02
2022-02-02 23:50:47.405753,Septic Tank Service,Income,420.86
2022-02-03 01:47:04.677184,Day Spa,Income,434.82
2022-02-03 03:55:52.859116,Student Loan Payment,Expense,291.02
2022-02-03 04:21:46.345831,Sewer Bill,Expense,96.98
2022-02-03 05:34:55.933716,Electricity Bill,Income,254.46
2022-02-03 06:19:00.658246,Roof Repair,Income,345.99
2022-02-03 08:18:18.714204,Daycare Fees,Income,342.95
2022-02-03 08:57:43.124553,Optometry Visit,Expense,204.06
2022-02-03 09:39:42.200357,Home Insurance,Income,122.97
2022-02-03 15:43:29.782370,New Car Purchase,Expense,327.71
2022-02-03 21:34:13.195066,Job Training Fee,Income,339.7
2022-02-04 02:40:12.369282,Cabin Rental,Expense,344.97
2022-02-04 05:41:36.498837,Garden Center,Income,230.69
2022-02-04 05:57:36.010056,Retirement Contribution,Income,422.7
2022-02-04 06:13:42.196877,Internet Bill,Income,217.09
2022-02-04 07:35:06.734034,Meal Delivery,Income,111.68
2022-02-04 11:27:54.312675,Prescription Meds,Expense,107.02
2022-02-04 18:43:19.143213,Pet Grooming,Income,6.75
2022-02-04 19:32:21.729947,Water Bill,Income,41.77
2022-02-04 23:02:19.390647,Membership Fee,Expense,47.33
2022-02-04 23:09:56.298070,Therapist Session,Income,487.66
2022-02-04 23:52:02.323552,Festival Tickets,Expense,368.7
2022-02-05 00:39:48.853881,Firewood,Expense,483.34
2022-02-05 04:50:45.327706,Job Board Fee,Expense,181.25
2022-02-05 11:26:15.001987,Golf Course,Income,415.58
2022-02-05 12:18:57.248665,Airport Parking,Income,398.48
2022-02-05 14:21:03.676526,Business Expense,Income,98.52
2022-02-05 15:46:03.139727,Movie Theater,Expense,299.73
2022-02-05 18:48:07.683438,Parking Fee,Income,190.22
2022-02-05 19:39:19.718128,Background Check,Income,416.05
2022-02-05 21:03:11.705241,Subscription Renewal,Income,199.53
2022-02-05 21:04:09.460305,Computer Purchase,Income,209.92
2022-02-06 04:50:48.673130,Toll Road Fee,Income,39.93
2022-02-06 07:00:09.894790,Gas Station,Income,177.23
2022-02-06 08:33:03.170748,Vet Bill,Income,214.46
2022-02-06 09:05:10.315465,Job Board Fee,Expense,424.45
2022-02-06 12:05:10.139023,Restaurant Dining,Income,239.01
2022-02-06 18:11:02.572477,Concert Tickets,Expense,398.97
2022-02-06 18:46:42.100896,Foreign Transaction Fee,Income,370.83
2022-02-06 23:30:19.117814,Vehicle Insurance,Income,106.54
2022-02-07 02:39:40.506741,Birthday Gift,Income,144.92
2022-02-07 05:44:40.790307,Septic Tank Service,Income,248.23
2022-02-07 09:43:42.012654,Therapist Session,Income,122.2
2022-02-07 12:40:36.256984,Festival Tickets,Income,13.07
2022-02-07 13:23:36.373721,Textbooks,Expense,209.84
2022-02-07 14:08:19.932579,Pet Supplies,Expense,125.45
2022-02-07 14:27:39.845677,Babysitting Service,Expense,430.01
2022-02-07 15:45:51.936038,Monthly Rent,Income,216.59
2022-02-07 17:23:53.399609,Electricity Bill,Income,354.33
2022-02-07 19:39:34.422740,Sales Tax,Expense,68.1
2022-02-07 22:29:20.352973,Photography Service,Expense,315.1
2022-02-07 22:42:56.656051,Pet Supplies,Expense,230.22
2022-02-07 23:19:23.358125,Gym Membership,Income,62.7
2022-02-07 23:39:41.968838,Car Registration,Expense,230.91
2022-02-07 23:45:44.110959,Therapist Session,Expense,467.8
2022-02-08 01:20:46.305796,Cell Phone Purchase,Income,132.63
2022-02-08 05:12:04.571030,Subscription Box,Income,481.66
2022-02-08 05:46:49.136440,Electricity Bill,Income,170.17
2022-02-08 06:22:55.956045,Airport Parking,Income,483.8
2022-02-08 06:56:45.076477,Window Cleaning,Expense,38.04
2022-02-08 13:20:03.095912,Car Registration,Income,315.27
2022-02-08 14:46:45.263055,Dental Care,Expense,206.25
2022-02-08 16:25:30.832997,Anniversary Gift,Income,275.37
2022-02-08 16:29:44.020185,Restaurant Takeout,Income,95.33
2022-02-09 00:39:58.709589,Tree Trimming,Expense,255.88
2022-02-09 00:41:53.031991,Student Loan Payment,Expense,321.16
2022-02-09 04:16:29.926351,Landscaping,Income,198.18
2022-02-09 05:17:11.476329,Flight Ticket,Expense,65.96
2022-02-09 05:19:23.363819,Uber Ride,Income,82.66
2022-02-09 05:43:47.521490,Streaming Service,Expense,139.96
2022-02-09 09:16:01.705251,Landscaping,Income,211.57
2022-02-09 10:04:42.153111,Toll Road Fee,Expense,10.17
2022-02-09 10:14:31.940868,Personal Trainer,Expense,439.41
2022-02-09 10:56:28.755341,Savings Deposit,Expense,49.49
2022-02-09 11:01:21.329848,Car Fuel,Income,382.46
2022-02-09 14:29:02.261186,Meal Delivery,Expense,433.49
2022-02-09 14:43:16.935260,Museum Tickets,Expense,471.44
2022-02-09 15:34:40.081841,Water Bill,Expense,280.72
2022-02-09 16:49:55.586641,Freelance Work,Expense,403.09
2022-02-09 17:43:46.217700,Online Course,Income,228.23
2022-02-09 18:42:25.778068,Etsy Purchase,Income,421.0
2022-02-09 19:24:32.937237,Meal Delivery,Expense,189.64
2022-02-09 19:51:55.342600,Credit Report Fee,Expense,241.01
2022-02-09 20:32:07.219942,Online Marketplace,Income,296.49
2022-02-09 20:32:50.340769,Yoga Class,Expense,138.27
2022-02-09 22:35:07.339808,Tutoring Services,Expense,375.88
2022-02-10 03:23:55.173379,Bank Service Charge,Income,285.05
2022-02-10 04:18:05.342736,Membership Fee,Income,132.71
2022-02-10 05:41:09.607211,Overdraft Fee,Income,12.47
2022-02-10 07:39:31.368564,Laundry Service,Expense,482.18
2022-02-10 08:00:21.477394,Software License,Income,15.05
2022-02-10 15:10:36.311379,Clothing Store,Income,240.99
2022-02-10 16:06:04.049599,Day Spa,Income,216.48
2022-02-10 18:28:15.045465,Credit Card Payment,Expense,474.55
2022-02-10 19:43:13.429344,Loan Repayment,Income,498.51
2022-02-10 20:09:57.245846,Job Board Fee,Expense,29.93
2022-02-10 20:36:32.829846,Home Improvement,Expense,482.81
2022-02-10 21:46:49.647389,Court Fees,Expense,239.01
2022-02-10 22:41:15.392240,Investment Brokerage Fee,Expense,497.31
2022-02-11 01:34:33.866642,Vacation Home Rental,Income,321.87
2022-02-11 03:16:01.496143,Snowmobile Rental,Income,341.87
2022-02-11 03:38:09.683203,Golf Club Membership,Expense,118.23
2022-02-11 04:46:19.444475,Consulting Income,Income,147.5
2022-02-11 06:21:25.671870,Legal Fees,Expense,211.92
2022-02-11 07:11:33.019174,Prescription Meds,Expense,53.0
2022-02-11 07:13:43.238853,Legal Fees,Income,423.65
2022-02-11 11:12:21.330924,Massage Therapy,Income,167.66
2022-02-11 11:14:11.207088,Online Coaching,Income,170.52
2022-02-11 14:17:54.889396,Septic Tank Service,Expense,418.07
2022-02-11 17:14:36.955079,Natural Gas Bill,Expense,133.81
2022-02-11 21:22:23.711031,Childcare Services,Expense,19.9
2022-02-11 21:57:45.984395,Netflix Subscription,Income,73.05
2022-02-12 01:35:59.953637,Loan Repayment,Income,222.44
2022-02-12 09:59:51.140566,Boat Rental,Income,404.83
2022-02-12 12:01:02.019819,Membership Fee,Expense,364.98
2022-02-12 14:04:23.957386,Festival Tickets,Income,31.65
2022-02-12 17:41:19.466763,Subscription Box,Income,184.14
2022-02-12 20:59:06.162434,Investment Brokerage Fee,Income,36.6
2022-02-12 22:45:16.925996,Pet Grooming,Income,118.41
2022-02-12 23:05:27.738330,Video Game,Expense,19.89
2022-02-13 05:48:25.633346,Software Subscription,Income,259.41
2022-02-13 07:07:18.802019,Credit Card Payment,Expense,327.77
2022-02-13 12:51:42.642569,Spa Package,Income,118.05
2022-02-13 14:01:14.072680,Property Tax,Expense,178.62
2022-02-13 15:39:30.434093,Home Improvement,Income,60.07
2022-02-13 15:41:22.363029,Ski Resort,Expense,385.37
2022-02-13 17:46:26.307283,Spa Package,Income,320.63
2022-02-13 18:40:32.395948,New Car Purchase,Income,165.03
2022-02-13 19:41:07.538553,Insurance Payment,Income,345.25
2022-02-13 20:49:20.428028,Yacht Charter,Income,405.63
2022-02-13 22:46:12.389537,Credit Card Payment,Income,179.42
2022-02-14 00:49:40.764113,Client Meeting Expense,Income,68.07
2022-02-14 03:36:33.830580,Car Repair,Expense,443.05
2022-02-14 06:05:20.833271,Freelance Work,Income,490.09
2022-02-14 07:38:28.197355,Home Cleaning,Expense,106.53
2022-02-14 09:31:19.046986,Concert Tickets,Expense,167.07
2022-02-14 17:22:29.148360,Babysitting Service,Income,386.22
2022-02-14 18:40:25.759697,Trash Collection,Income,416.61
2022-02-14 19:41:34.614457,Car Repair,Expense,277.5
2022-02-14 19:42:49.217861,Window Cleaning,Income,214.2
2022-02-14 22:05:45.765132,Job Board Fee,Expense,345.23
2022-02-15 03:28:06.899450,Garden Center,Expense,467.02
2022-02-15 04:47:27.882008,Accountant Fees,Expense,393.44
2022-02-15 04:55:17.962205,Property Tax,Income,452.56
2022-02-15 05:19:34.635529,Health Insurance,Income,430.25
2022-02-15 07:23:03.539087,Credit Report Fee,Income,246.68
2022-02-15 10:29:58.239890,Investment Account,Income,476.42
2022-02-15 11:31:46.553903,Used Car Purchase,Expense,194.79
2022-02-15 11:45:17.728337,Sporting Goods,Expense,404.85
2022-02-15 11:56:06.475401,Home Cleaning,Income,10.99
2022-02-15 19:31:14.896299,Festival Tickets,Expense,437.76
2022-02-15 21:05:59.100630,Window Cleaning,Income,438.17
2022-02-15 22:25:38.103806,Restaurant Takeout,Expense,195.1
2022-02-16 00:10:28.250672,Used Car Purchase,Income,9.93
2022-02-16 01:14:53.899451,Foreign Transaction Fee,Expense,31.23
2022-02-16 02:07:48.526998,Vacation Package,Income,175.02
2022-02-16 02:24:17.596554,Client Meeting Expense,Income,438.7
2022-02-16 04:13:38.544462,Restaurant Takeout,Expense,357.21
2022-02-16 06:22:47.282510,Luxury Car Lease,Expense,148.43
2022-02-16 08:25:31.328393,Car Repair,Income,180.63
2022-02-16 09:14:54.183815,Hair Salon,Expense,48.61
2022-02-16 10:39:25.218029,Personal Loan Payment,Income,118.41
2022-02-16 11:50:22.119688,Spotify Subscription,Expense,278.08
2022-02-16 14:32:54.136055,Medical Expense,Income,141.37
2022-02-16 15:00:08.776087,Vet Bill,Income,414.72
2022-02-16 20:20:08.176436,Business Supplies,Expense,373.94
2022-02-16 23:59:38.018740,Private Jet Rental,Income,331.41
2022-02-17 02:31:48.543019,Car Loan Payment,Income,363.95
2022-02-17 02:32:12.978430,Online Marketplace,Income,25.15
2022-02-17 03:15:07.952979,Sales Tax,Expense,312.05
2022-02-17 03:24:51.591325,Home Improvement,Expense,140.34
2022-02-17 04:54:41.122418,Online Coaching,Income,456.56
2022-02-17 05:57:54.565992,Theater Tickets,Income,496.36
2022-02-17 07:56:34.658323,Sewer Bill,Expense,444.55
2022-02-17 08:31:32.271597,Sales Tax,Expense,409.58
2022-02-17 11:32:16.966790,Insurance Payment,Expense,164.03
2022-02-17 12:00:01.025337,Concert Tickets,Income,55.12
2022-02-17 14:35:12.482175,Plumbing Service,Income,99.12
2022-02-17 15:31:18.459020,Tutoring Services,Expense,77.49
2022-02-17 15:37:46.266537,Tree Trimming,Income,148.93
2022-02-17 17:15:24.753331,Home Improvement,Income,59.02
2022-02-17 17:21:03.035264,Investment Advisor Fee,Expense,451.61
2022-02-18 03:08:23.575033,School Supplies,Income,182.36
2022-02-18 03:47:04.619967,Plumbing Service,Income,81.77
2022-02-18 06:27:48.135211,Coffee Shop,Expense,327.28
2022-02-18 06:51:00.212793,Water Bill,Income,44.72
2022-02-18 08:26:05.582194,Real Estate Agent Fee,Income,127.84
2022-02-18 09:09:40.049481,Digital Download,Expense,133.95
2022-02-18 11:29:22.237073,Bowling Alley,Expense,150.3
2022-02-18 12:17:45.201370,Home Cleaning,Income,278.34
2022-02-18 13:11:41.914351,Golf Course,Income,467.09
2022-02-18 15:45:02.280011,Credit Report Fee,Income,73.47
2022-02-18 16:14:34.584769,Gifts & Cards,Expense,367.35
2022-02-18 16:59:30.457618,Health Insurance,Expense,285.33
2022-02-18 18:55:39.438205,Outdoor Equipment,Expense,437.18
2022-02-18 19:09:24.720126,Snow Removal,Income,195.41
2022-02-18 20:36:51.350926,Spa Package,Expense,272.07
2022-02-18 22:08:50.770370,Grocery Delivery,Income,113.48
2022-02-18 22:43:03.053343,Hair Salon,Expense,473.36
2022-02-19 03:14:13.079734,Babysitting Service,Expense,91.38
2022-02-19 05:12:57.252433,Property Tax,Expense,123.73
2022-02-19 06:06:33.005338,Clothing Store,Income,106.3
2022-02-19 06:12:15.191830,Luxury Car Lease,Expense,481.75
2022-02-19 10:28:28.083251,Resume Service,Income,326.76
2022-02-19 10:51:35.155713,Amazon Purchase,Income,310.11
2022-02-19 12:53:14.656240,Library Fee,Expense,394.99
2022-02-19 13:03:18.162624,Overdraft Fee,Income,275.36
2022-02-19 16:33:34.379658,School Supplies,Income,206.9
2022-02-19 17:24:14.669375,Software Subscription,Expense,359.36
2022-02-19 19:37:29.397199,Therapist Session,Income,207.59
2022-02-19 20:47:32.845568,Textbooks,Income,454.02
2022-02-19 21:50:43.139704,Client Meeting Expense,Expense,307.34
2022-02-20 00:54:48.141839,Luxury Purchase,Income,165.9
2022-02-20 04:28:31.175881,Online Marketplace,Income,205.8
2022-02-20 08:58:00.321558,Bowling Alley,Income,316.52
2022-02-20 11:53:36.028939,Online Shopping,Expense,140.55
2022-02-20 14:02:02.358972,Accountant Fees,Income,30.56
2022-02-20 14:11:44.986109,Wine Subscription,Expense,305.52
2022-02-20 17:18:39.353628,Festival Tickets,Income,111.54
2022-02-20 17:23:32.931149,Book Purchase,Expense,44.91
2022-02-20 21:22:34.488850,Software License,Income,190.53
2022-02-20 21:57:37.379448,Sales Tax,Expense,285.97
2022-02-20 23:35:11.776434,Online Course,Income,296.93
2022-02-21 02:27:50.759853,Tree Trimming,Income,168.55
2022-02-21 05:37:06.726060,Car Fuel,Expense,56.35
2022-02-21 07:25:01.315578,Tuition Payment,Expense,483.03
2022-02-21 07:56:02.672037,Private Jet Rental,Income,125.84
2022-02-21 08:27:17.444496,Bicycle Repair,Expense,374.96
2022-02-21 09:53:38.786521,Gym Membership,Expense,435.93
2022-02-21 14:04:16.049348,Home Appliance,Income,410.26
2022-02-21 15:45:28.028341,Wire Transfer Fee,Income,489.9
2022-02-21 16:47:26.715234,Dog Walker,Expense,388.22
2022-02-21 16:53:10.061698,Sporting Goods,Income,305.9
2022-02-21 18:27:01.329365,Property Tax,Expense,310.31
2022-02-21 20:33:32.656448,Theater Tickets,Expense,7.45
2022-02-21 22:18:58.649015,Insurance Payment,Expense,327.83
2022-02-22 01:05:41.915733,Hotel Stay,Expense,278.73
2022-02-22 08:37:08.662790,Property Tax,Income,167.8
2022-02-22 12:17:51.493932,Meal Delivery,Expense,429.5
2022-02-22 12:35:27.942816,Membership Fee,Income,253.6
2022-02-22 13:49:12.539946,Credit Card Payment,Income,128.97
2022-02-22 22:02:10.659453,Luxury Purchase,Income,327.25
2022-02-23 03:07:20.631726,Weekend Getaway,Income,35.67
2022-02-23 03:38:52.761933,Concert Tickets,Income,403.8
2022-02-23 05:27:55.151863,Movie Theater,Expense,405.49
2022-02-23 06:09:44.418279,Spotify Subscription,Expense,120.76
2022-02-23 06:10:51.947031,Dental Care,Expense,242.76
2022-02-23 06:40:12.059644,Septic Tank Service,Expense,438.29
2022-02-23 07:44:14.764150,Netflix Subscription,Income,61.69
2022-02-23 09:32:51.065430,Debt Collection,Expense,498.09
2022-02-23 14:28:33.303077,Pest Control,Income,158.24
2022-02-23 18:22:28.164434,Resume Service,Income,196.15
2022-02-23 22:30:26.469923,Grocery Delivery,Expense,168.28
2022-02-24 00:15:08.891157,Parking Fee,Expense,345.28
2022-02-24 04:50:00.125757,Doctor Visit,Expense,328.53
2022-02-24 06:10:23.808162,HVAC Maintenance,Income,339.18
2022-02-24 06:54:34.271232,Art Gallery Purchase,Expense,79.02
2022-02-24 13:56:02.354491,Weekend Getaway,Expense,213.85
2022-02-24 15:56:48.455727,Tattoo Parlor,Expense,420.57
2022-02-24 17:10:09.951583,Online Marketplace,Expense,499.28
2022-02-24 18:43:35.276366,Personal Trainer,Expense,256.29
2022-02-24 21:49:09.804406,Credit Report Fee,Income,225.07
2022-02-24 23:24:01.303059,Fitness Equipment,Income,418.36
2022-02-25 01:52:04.082206,Childcare Services,Expense,499.86
2022-02-25 04:41:42.784470,Massage Therapy,Expense,20.63
2022-02-25 07:44:39.095793,Legal Fees,Income,40.99
2022-02-25 08:33:53.602892,Amazon Purchase,Expense,450.53
2022-02-25 11:26:12.802372,Holiday Shopping,Expense,275.68
2022-02-25 14:46:07.738551,Department Store,Expense,302.24
2022-02-25 16:18:26.001202,Meal Delivery,Income,53.16
2022-02-25 17:27:36.619043,Babysitting Service,Expense,325.75
2022-02-25 18:55:04.174790,Online Course,Income,113.42
2022-02-25 21:16:16.344876,Video Game,Income,266.38
2022-02-25 21:49:28.002979,Natural Gas Bill,Expense,60.71
2022-02-26 00:03:14.776114,Hardware Store,Income,26.75
2022-02-26 00:09:34.570761,Home Renovation,Expense,232.23
2022-02-26 00:46:55.537786,Daycare Fees,Expense,256.78
2022-02-26 02:16:12.481910,Online Course,Income,323.49
2022-02-26 03:53:58.871315,Hair Salon,Expense,142.19
2022-02-26 06:43:06.925894,Storage Unit Rental,Income,394.76
2022-02-26 06:51:10.327194,Gym Membership,Expense,131.36
2022-02-26 07:54:34.224875,Bank Service Charge,Income,429.32
2022-02-26 09:51:55.689593,Subscription Box,Income,119.0
2022-02-26 11:04:08.893820,Festival Tickets,Expense,495.69
2022-02-26 12:01:03.904300,Sales Tax,Income,338.5
2022-02-26 16:58:07.845136,Gym Membership,Expense,177.81
2022-02-26 17:50:39.816129,Spotify Subscription,Income,237.61
2022-02-26 19:33:26.346813,Camera Equipment,Expense,49.25
2022-02-26 21:57:35.363412,Furniture Purchase,Expense,414.56
2022-02-26 23:28:12.159470,Yacht Charter,Income,348.74
2022-02-27 00:10:52.592986,Digital Download,Income,283.61
2022-02-27 00:32:46.980333,Parking Fee,Income,393.84
2022-02-27 03:49:04.780198,Ski Resort,Expense,42.55
2022-02-27 04:29:33.217215,Car Registration,Expense,441.15
2022-02-27 05:13:06.855197,Gas Station,Income,8.75
2022-02-27 06:14:02.211365,Event Registration,Expense,139.9
2022-02-27 07:20:04.645050,Hunting License,Income,364.59
2022-02-27 09:51:36.111833,Library Fee,Expense,341.19
2022-02-27 16:08:32.218514,Accountant Fees,Income,70.27
2022-02-27 17:23:17.001113,Freelance Work,Income,180.03
2022-02-27 17:51:12.569870,Outdoor Equipment,Expense,379.4
2022-02-27 19:08:25.020303,ATM Fee,Expense,321.67
2022-02-27 21:00:04.086839,Savings Deposit,Income,70.72
2022-02-27 22:00:35.327986,Hiking Gear,Income,206.27
2022-02-27 22:30:07.663385,Electricity Bill,Income,181.57
2022-02-27 23:45:08.797128,Uber Ride,Expense,153.52
2022-02-27 23:57:07.216512,Legal Fees,Income,219.65
2022-02-28 02:15:26.972678,Online Course,Expense,341.81
2022-02-28 03:36:25.517111,Window Cleaning,Income,433.94
2022-02-28 04:21:08.263235,Yacht Charter,Expense,425.75
2022-02-28 07:50:21.886517,Snow Removal,Expense,8.41
2022-02-28 08:47:02.749632,Digital Download,Income,499.91
2022-02-28 09:20:03.897142,Life Insurance,Expense,273.37
2022-02-28 11:34:59.912990,Golf Club Membership,Income,262.93
2022-02-28 13:46:26.937484,HVAC Maintenance,Income,487.07
2022-02-28 16:31:47.070405,Grocery Store,Expense,238.38
2022-02-28 18:39:27.577083,Medical Checkup,Income,213.57
2022-02-28 20:19:21.880779,Car Wash,Expense,373.65
2022-03-01 03:46:45.022610,Electricity Bill,Income,57.87
2022-03-01 03:57:10.865360,Massage Therapy,Expense,123.78
2022-03-01 11:07:14.622138,Notary Service,Expense,448.8
